,text,aspect,label
804,very good,app.,2
805,don understand why can get notifications about release time,get notifications,0
806,products are not good quality most the time offers,quality,0
807,and there somewhere check the total amount space have used through file upload,file,1
808,offers google sign but not apple,Apple,0
809,you can upload the audio from left panel uploads,audio,1
810,not user friendly,user friendly.,0
811,know notion already working supporting different languages because and the korean language huge milestone due its complexity,supporting,1
812,was adding some product information the product database little before removed some ages and links from the page,database,1
813,normally our subscription renewal april,renewal,1
814,avid bullet journaler years and was ever good enough convince switch,app,2
815,exactly that would awesome because takes little time change the animation one one thank you,animation,2
816,two days back had raised issue reg leakage milk,milk.,2
817,unbrelievable notionhq been trying break free for years,free,1
818,delivering what being promised answering customer calls without disconnecting with pre recorded calls allowing full use supr credits without condition reducing service fees resolving customer complaints time,delivering,0
819,your plan cancelled and you will not charged after may,plan,1
820,end applications like jira gives your project manager constantly distract you,project,0
821,ive been using airtable organize blog posts and does not disappoint,organize,2
822,delivery charges and rubbish schemes for delivery charges charged for milk delivery same house,"Delivery charges,",0
823,has anyone tried sending information from google forms notionhq table directly,table,1
824,normally the the big screen mode for tablets something then opening the keyboard makes think should then small screen mode,keyboard,0
825,will write you from the email that registered the account,"account,",1
826,tried adding column numbers,column,1
827,wish the ipad was good the computer,app.,2
828,this has been life saver,app,2
829,bug using paid account,account,0
830,great just notifications can more organized they can merged one notification depending project task itself,project,1
831,will tell you what not like payments made your takes long time reflect and renew subcription,payments,0
832,multiple times per day table entries disappear calculations the bottom columns disappear,calculations,0
833,can separate the audio from the video,audio,1
834,should switch out from notionhq roamresearch,switch,1
835,wand edit the audio,AUDIO,1
836,like that you can use istock media single multiple videos,iStock,1
837,sure api and offline are great but luxury,API,2
838,would perfect they let voice notes and have version for smartwatch,notes,1
839,everyday getting more and more into the notion,everyday,2
840,the highest you have got good deal honest but you decide for lifetime unlimited plan where you pay once and get unlimited access for life would happy honor the discount that,lifetime,2
841,guys for many types pages sharing would vastly preferable force dark mode,dark mode.,1
842,you are speaking video single scene,scene,1
843,the will not load,app,0
844,also you have been with for while why not take unlimited lifetime plan discounted price where you pay once and get unlimited access for life,lifetime,2
845,but notion user find very useful the database tool,database,2
846,had back time google sheets today take,google,1
847,you can compress the file trim the video and upload parts,upload,1
848,milk delivered not fresh milk exceeding date expiry delivered nowadays,not,0
849,have problem with the plan supposedly have premium plan however never select this plan just wish have the free plan,premium,0
850,adding template burden you can not scroll downwards,template,0
851,monthly one two milk not delivered asked responses,milk,0
852,the interface desktop fave,desktop,2
853,what current plan monthly price,price,1
854,the images are,off,0
855,have been trying remove account,account,0
856,struggle learn notion but glad has worked for you,learn,0
857,super laggy omg,Super,2
858,inform about delay delivery unable deliver scheduled order,delivery,0
859,but for android,android?,0
860,improve quality vegetables and availability items,vegetables,0
861,think you are trying bill instead for subscription,subscription,1
862,the most convenient for notes documents have ever used,app,2
863,please give widgets quickly new pages,widgets,0
864,surprised that the ipad air more less just powerful the desktop,desktop,2
865,atolly microsofttodo notionhq mtd definetly fast for this,fast,2
866,superb work your team,Superb,2
867,there resubscribe button,resubscribe,1
868,nifty service for note taking and much more,"note taking,",2
869,ideal for remote and multi member projects,projects,1
870,just wanted ask why the does not allow continue without opting for analytics yet,analytics,0
871,how edit the background the text box,text,1
872,daily timely delivery,timely delivery,2
873,been running business asana for couple years now,business,1
874,the vat field actually will not show until your billing address has been updated that field automatically comes when have verified your address taxable jurisdiction,billing,0
875,please arrange refund,refund.,0
876,but not business plan correct,"Business plan,",1
877,the useful but has few issues that frustrate,app,2
878,hard subscribe your team plan,subscribe,0
879,but other reviewers have noted the ios not hot,iOS app,0
880,happened both phone and laptop,phone,1
881,notionhq for completely pointless make dashboard when looks distorted the iphone,dashboard,0
882,but have failed export project,project,0
883,had signed the trial test some videos but mistake forgot disactivate,trial,1
884,calculation subscription suprcredit showing wrong balance,"subscription,",0
885,still will not fit the screen,screen,1
886,native dark mode needed macos ios and ipados now have level dark mode but airtable lagging behind,MacOS,1
887,but have failed export project,export,0
888,have found airtable great addition both work space and entertainment spheres,work space,1
889,for organizing and keeping kinds ideas tasks receipts transactions and references,organizing,1
890,doubt that you guys would improve the delivery fees and start delivering what you exhibit your,"delivery fees,",0
891,addition delivery during the time lockdown when people were already distressed was the worst step taken supr daily mgmt,delivery,0
892,also appsumo plan does not include premium features and use them you will have upgrade your plan business unlimited,appsumo,2
893,journals gtd cookbooks whatever,"cookbooks,",2
894,yes have option for you team members you can your students editors and you the admin the editors can only access their own work and you being the admin can access everyone,access,1
895,what amazing chrome extension for notionhq,chrome,2
896,right will delete the file then and redo incognito window,delete,1
897,effective may will use this information apply tax your next notion invoice applicable,"invoice,",1
898,only cons does not work offline,Only,2
899,also check out the travel bucket list template site,list,2
900,perfect wanted know how change invideo plan because afraid have the wrong plan looked bill for,bill,1
901,the page was called journal was the default journal page that was available,"Journal,",1
902,why dark mode gone the sudden from the,app?,0
903,best notetaking you could ask for,notetaking,2
904,some day the delivery boy delivers less quantity milk someday drops other brand some day does not deliver but updates system that delivered,milk,0
905,delivery charges are high compare others,Delivery charges,0
906,quality fruits and veges were low grade unhygienic,Quality,2
907,costumer support not responding and milk not delivered everyday,Costumer support,0
908,have accidentally deleted workspace,workspace:,1
909,order was wrongly placed and delivery boy was worrest manner,order,0
910,you will able search with the name the clicp,search,1
911,aprilynnea notionhq when you make your first database get back,Database,1
912,use lot but would enjoy more not block much,block,0
913,the unlimited plan for just year actually but here you pay just more and get for life,pay,2
914,texted them email address and then downloaded them desktop,downloaded,1
915,now neat,app.,2
916,love using this desktop but mobile seems take like minutes open the can use,app,2
917,honestly love the,app,0
918,page permissions workspace name page name keywords urls alternate emails web sessions login method page url web sessions this account support access granted,workspace,1
919,the best manage tasks projects etc,projects,1
920,download the and when open,app,0
921,unlimited plan you get istock media remove background image and unlimited premium videos,premium,1
922,discovered airtable last week and after testing out love easily customisable and replaces reliance spreadsheet maintain inventory the only issue that the limited can duplicate record which frustrating when purchase different things from the same supplier the same date etc this means have either duplicate the record desktop which case why use the have manually enter the same information times this incredibly frustrating another gripe have that can customise the first column the base freeze the first two columns picture very important for inventory and need either customise the first column allow addition picture freeze the first two columns that when scroll across can relate the information the exact item freezing columns available the desktop version but not the which means that when out and about have constantly scroll back and forth there are other limitations the such the inability select multiple records delete copy the lack gallery calendar kanban view but those aren exasperating for the previous two mentioned shame because desktop version airtable incredible tool and versatile while the ios restricted were talking about the desktop version give stars but for now the ios only gets,Freezing,1
923,airtable great because simple use with its sheet format and actually works many devices even those with older ios being one that amazing,sheet,2
924,good thing supervise and support projects,projects,1
925,not work well but seems smooth and working very please with the fix will use this now thank you the developers,app,0
926,guys for many types pages sharing would vastly preferable force dark mode,sharing,1
927,would like point out that takes really long time export and download video,export,0
928,aesthetic database text tiled header more,database,2
929,said vat number already listed the page question,listed,1
930,small business owner with kids and dose,business,1
931,before time delivery prompt service last minute orders kudos,service,2
932,but anytime try start the video trimmer error pops,trimmer,0
933,the desktop for mac great though,Mac,2
934,very nice for those who wants organize their stuff into one space and make creative,organize,2
935,really nice notes this the most complex notes have ever seen,"app,",2
936,this not video from template want trim,TEMPLATE,1
937,availablity stock delivery products cancellation should avoided,"delivery of products,",0
938,can you refund the annual subscription for notion have,annual,1
939,right will delete the file then and redo incognito window,incognito,1
940,automated text speech,Text,2
941,iam looking for after effect video editing,editing,1
942,very hard trim the video because the video always hang especialy the big file video minute length video,trim,0
943,sadly not possible alter column widths mobile device which therefore renders the application totally useless,mobile,0
944,the best productivity,app,2
945,notion team notion the one workspace for your notes tasks wikis and databases,"notes,",2
946,used for managing various tasks group,group,1
947,the fruits and veges are poor quality also the fruits and veges are damp inside the cover,veges,0
948,plan says premium instead unlimited,plan,0
949,and just reset difference,reset,1
950,every change made does not get saved,saved?,0
951,servoce charge per deliveries made and not per products,deliveries,0
952,spent hours organizing notionhq notes,organizing,1
953,they may well wrap the website because literally faster and more usable than this,app.,0
954,agree that this overwhelming first but stick with,app,2
955,reinstalled three times,Reinstalled,2
956,deleted media from computer,computer,0
957,please enable multi column layout the ipad drag and drop text editing part with the desktop counterpart,"drop,",0
958,you charge huge amount one needs eggs bread,eggs,0
959,anyway emails and the team plan are talking about for starpro workspace,workspace.,1
960,prompt service time delivery,"service,",2
961,please deliver correct items and ensure that they are not damaged,deliver correct,0
962,this has actually made less productive,made,0
963,notion will not open anymore,Notion,0
964,vegetables were very poor quality was completely rotten,"quality,",0
965,but not the desktop version,desktop,1
966,use this keep and colleagues organized and love,colleagues,2
967,deleted the and redownloaded but still continued crash,delete,0
968,thought that already canceled subscription,subscription,0
969,great but has major flaw that can cover the benefits why this awesome has crashes startup,app,2
970,feature request oled dark mode,dark mode,0
971,yes have small logo the scenes just noticed and need remove,remove,1
972,have been billed for this service for months after cancelled during the trial,billed,0
973,what your workspace domain,workspace,1
974,how are you getting those stats the right side bar youtube,side bar,1
975,tomfrankly notionhq otter notabilityapp whimsicalpowers why not using apple notes for this,Apple,1
976,when choosing date white background and white numbers,white background,1
977,how remove the music from video draft,remove,0
978,wish the had offline feature and made easier view bases,view,0
979,not big deal for such kind company like you,big,1
980,you need the video clip and then adjust its size fit the mobile frame,mobile,1
981,but there should some secure account,secure account.,0
982,can generate video for facebook ads facebook story ads instagram video ads,instagram,1
983,not refund when complainef about items not delivered,items not delivered,0
984,paused the plan for months and when went today cancel the subscription was charged,charged,0
985,same video duplicated same media,duplicated,1
986,there plain copy text option even the,app.,0
987,calendar view for databases also ultra limited you can not any properties and have click into them get the,databases is,0
988,but you not accept cashapp visa debit card,card?,1
989,fell love with notion because easy use has clean design and intuitive interface,interface.,2
990,product delivery gets cancelled without intimation,Product delivery,0
991,you fell love with notionhq but still wondering why desktop and mobile apps are still slow here,desktop,0
992,veggies and fruits cost little high than market prices,fruits cost,0
993,don have business even use this work,business,1
994,love this but not the ios,iOS.,0
995,how remove logo from the logo panel,logo,1
996,the only issue with the android right now sometimes the does not load,android app,0
997,new way taking notes,New,2
998,possible get refund and cancellation,refund,1
999,unacceptably slow open the,slow,0
1000,still expensive but,expensive,0
1001,find this extremely useful for note taking,app,0
1002,reason giving star because the details mentioned that work offline well,offline,0
1003,with coupon that friend offered,coupon,1
1004,but offer says monthly,offer,1
1005,easy take notes reference notes keep track projects love the accessibility computer tablet and phone,accessibility,2
1006,features this are the best have found anywhere till date,app,2
1007,milk and packed products are good but not very happy with veggies fruit quality,veggies,0
1008,really enjoying using notionhq for organizing lit review for paper,organizing,2
1009,half the time when just want scroll around drag and drop something accident activate some editing feature,editing,0
1010,however most the vegetables and fruits are out stock most the time,stock,0
1011,there option select light theme,light theme.,0
1012,original review love notion but super slow open android pixel,"Notion,",2
1013,have restart the after every other entry because the scrolling gets stuck when trying enter,scrolling,0
1014,however would nice have widget and also place where you can draw better understand lesson plan,WIDGET,0
1015,yet another annoying database which demands you sign for account use the,database,0
1016,sounds good how where remove the animation the beginning,animation,1
1017,extra excited create new databases through airtable,databases,2
1018,apples bananas notion ios want convert the list todo list inside the block page,Apples,1
1019,how youtube video,YouTube,1
1020,effective may will use this information apply tax your next notion invoice applicable,"invoice,",1
1021,sure that fine whenever you want remove the watermark just take paid plan and reexport simple,watermark,1
1022,downloaded the mobile version tablet and had stay for several days,mobile version,0
1023,use notion everyday for task management note taking resources recipes goals etc,Notion,2
1024,went media timeline and put the arrow where says seconds for the video,media,1
1025,could you refund the money just charged,refund,0
1026,like this,App!,2
1027,can you share screenshot where loading,loading,2
1028,asana people really love your application and enjoy using but recently have noticed that due dates were shifted for tasks task which had due date now has due date,task,0
1029,the free version very useful,free,2
1030,new difficult compare old one,app,0
1031,tasks not show just the blank line,Tasks,0
1032,need and find some birdsong audio from another platform,audio,1
1033,click preview anyway that does not work export your video once let render then enter and try the preview again,preview,1
1034,chats task will better like whatsapp any similar apps,Chats,1
1035,also you can more varieties vegetables,varieties of vegetables,0
1036,milk supplies are sometimes torn and leaking packets,milk,0
1037,best ever,app,0
1038,but why does scene zoom out each picture,zoom,0
1039,polite telephone operators,telephone operators,2
1040,you know basic spreadsheet and some relational database you can gather and view quickly,view,1
1041,and thought would love ipad using the magic keyboard however there are many limiting bugs that prevent any keyboard digital physical from utilizing pieces the software,iPad,2
1042,once you start with blank template,template,0
1043,love make lists and this really helps make useful detailed lists and more,lists,1
1044,delivery concerns not addressed,Delivery concerns,0
1045,suddenly deliveries have started come,deliveries,0
1046,tried many task switched couple times stopped using these apps but whenever want that easy use and does exactly what want without the need subscription payments come back asana,payments,2
1047,love sortable looks much nicer then tables easy learn and gets excited about using databases,sortable,1
1048,that for now personally,all for,0
1049,costly,Costly!,0
1050,delivery and product offers with pricing,Delivery,0
1051,useless android version,Android version.,0
1052,the asana which pushed hard you from their site emails nearly useless ipad due the fact that the details section the screen limited small strip about the width your screen,emails,1
1053,really like this,app,0
1054,template coming tomorrow,Template,2
1055,how there even free version asana,free,2
1056,its the best for work flow,App,2
1057,the milk packets delivered have hardly one days expiry left where market get days,milk packets,0
1058,thanks this sounds like might the best option for need check with manager about payment invoicing would pay via credit card now invoice,card,1
1059,limitation ufl but probably due technical reasons airtable otherwise incredible design flexibility even runtime call manipulation time still limitation looking into linked record the linked record choose customise fields from the drop down well ufl here this situation fields cannot reordered other field display sequence cannot changed field handles right side screen are locked limitation might stumble upon every once while airtable iphonese ios thu,Field,1
1060,cancellation orders per your convenience are very bothering buy last moment,"convenience,we",0
1061,free and fantastic product that you can use chronical pix etc,free,2
1062,timely delivery and extra charges,delivery,2
1063,follow this from laptop desktop cancel,cancel,1
1064,waive service fees,service fees,0
1065,you can not upgrade premium for person just for teams more,premium,1
1066,wave service delivery charges and also quality veggies pathetic and overpriced,veggies,0
1067,want beautify one the image the background looks very ugly,background,1
1068,gaming should take seconds start work sluggishly and sometimes even crash,app,0
1069,still use evernote because not think that notion does good job capturing information from other places smoothly evernote,Evernote.,0
1070,what will resetting notion,resetting,1
1071,can not use anymore asana ipad with ios,iOS,0
1072,the slow slow slow android experience killing this for,Android,0
1073,android,android,1
1074,hope cool new features and apis the future,APIs,0
1075,are excited list with companies admire and work with everyday,everyday,2
1076,hello how can cancel before the trial charges,cancel,1
1077,really very good thank thank you very much for team work design,app,2
1078,galaxy,Galaxy S9,0
1079,introduction delivery fees per pack milk delivery paves way for customers buy directly from shops milk vendor delivery,delivery fees,0
1080,total stars,stars 3/5.,2
1081,removing delivery charges and giving more offers,delivery charges,0
1082,instead one notetaking that tries everything using suite notetaking apps that serve differen,notetaking apps,2
1083,but you export and then enter the project again edit will appear again,export,1
1084,but get only the background music mute the videos the scene,music,0
1085,possible get receipt for our recent payment the yearly subscription,yearly,1
1086,one the support centre knows who going deliver the milk they not even have their number from morning,milk,0
1087,enjoy very much the computer and start like the phone well,computer,2
1088,when tried move few columns from this table new page each column got copied new blank page,columns,1
1089,sure you can apply the code and then get the trial plan,plan,1
1090,yes they will have access using their own email and password,email,1
1091,notionhq why the formula taking long notion not responding,formula,0
1092,you will get under the text tab the left panel,text,1
1093,prompt and time delivery milk,Prompt,2
1094,kindly share the relevant guides tutorials for the same,tutorials,1
1095,promptness timings,Promptness,2
1096,why not email verification code,email,0
1097,web clipper plugin version,web clipper,2
1098,can backup email account,backup,1
1099,web desktop and mobile devices,mobile devices.,2
1100,was introduced this through one youtubers,app,0
1101,delivery especially milk,milk,0
1102,you had sent packet nachos which had already expired,nachos,0
1103,just purchased the plan and would like you have activated please,purchased,1
1104,does not load and tried incognito mode chrome new browser,chrome,1
1105,working with videos one scene have use advanced timeline,scene,1
1106,love airtable but this totally pointless without the gallery view projects are image based,view,0
1107,does not look like they care much about the ios version can not really use with confidence,so I,0
1108,less inventory options compared other apps,inventory/options,0
1109,forced purchase coriander leave onion leaves and other vegetables from amazon fresh because you are not keeping,coriander,0
1110,but are there any videos any the scenes,scene,0
1111,excellent delivery service and prompt refund,delivery,2
1112,timely delivery and extra charges,extra charges,2
1113,every time you open the resets your tasks show them rather than just incomplete which have set constantly,tasks,1
1114,discontinue super access charges for items subscribed for daily deliveries,super access charges,0
1115,great application that eliminates excel and science crm erp software and makes more fun with the user interface making everything disciplined and project based thinking,excel,0
1116,please map address field,field,1
1117,how can insert own recorded audio into the invideo timeline,audio,1
1118,okay know that notion has template library that filled with general use templates,templates,0
1119,they were widgets would stars,widgets,0
1120,can upgrade any time when will have more time produce video content,upgrade,1
1121,when web page that want click the notion extension firefox choose the database and hit enter,web,1
1122,when clicking custom template button throws spinner and does not create new page like,custom,0
1123,cool but there one freaking point pitches and sorting the time,sorting,0
1124,notion becoming famous because one the best apps can use especially for online class very useful,apps,2
1125,this won let use multiple orgs like the website faq says,website,0
1126,timely delivery and more product options,product options.,0
1127,recommend doing most your editing the computer and using your phone for things like checking your planner,"app,",2
1128,good know that also provides discount,discount.,2
1129,original soundtrack the uploaded video,sound,1
1130,and takes minutes load just page nevermind the whole flagship phone,app,2
1131,why was charged when this workspace subscription was cancelled,subscription,0
1132,could you please help change the email address account,account,1
1133,export page titled notest page html would get test page zip which contains the file notest page html and wish was just notest page html,file,1
1134,one the support centre knows who going deliver the milk they not even have their number from morning,milk,0
1135,womenpm love using miro for visual roadmap airtable gsuite for discussion notionhq for the public roadmap,roadmap,2
1136,love this but for the free version would better their was bit more storage right now like,storage,0
1137,system showing order delivered but are not getting delivery fraud happening,"delivery,",0
1138,she her design amp operations manager,Design,2
1139,had run into the block limit for the team plan created new workspace with the personal plan and copied over the,workspace,1
1140,line,Line,1
1141,good for organize your work,app,2
1142,delivery charges and rubbish schemes for delivery charges charged for milk delivery same house,Delivery charges,0
1143,task tab does not save the custom filter after restart the,Task,0
1144,let change column widths why not this thing yet,column,1
1145,the android slow borderline unusable,android app,0
1146,notion the best organization have ever used,organization app,2
1147,not have apple stuff,Apple,1
1148,you have upgrade from monthly yearly,yearly,1
1149,delivery time and before,Delivery,2
1150,your payment and account good our side,payment,1
1151,selects images because you are the free plan,images,0
1152,that when there was table with only one column the confluence page,table,0
1153,you know anything about youtube ads you not mind,ads,1
1154,wand edit the audio,EDIT,1
1155,feeling upset asana does not sync mobile,mobile,0
1156,yes that lifetime plan,plan,1
1157,plz allow students write hand writen notes and importing pdfs and exporting the both desktop version and android and keep emojis like the desktop plz,app,0
1158,just yet can get notifications unless assign tasks myself,get notifications,0
1159,have just upgraded plan but still showing the istock watermark the clip,watermark,1
1160,first airtable invigorated inner organization geek love what possible the web version but the ios just bare bones right now,IOS,0
1161,order time till,Order time till 11,2
1162,deliveries,Deliveries.,0
1163,potatoes were very dirty,Potatoes,0
1164,the android just way slow good,Android app,0
1165,chose different passwords with different combinations but avail,passwords,0
1166,copy paste could not achieve,paste,1
1167,other internet applications work just splendid besides the notion,internet applications,0
1168,widgets poor optimization shortcuts,"widgets,",0
1169,can appreciate what this offers but not only does the free tier lack many things that would make this shine truly useful its lowest pricing plan offers absolutely upgraded functionality only paltry increase storage,free,0
1170,grab free notionhq template,template,2
1171,good but slow,slow,0
1172,some students find handwriting better alternative and note taking the ipad with apple pencil has bought digital and paper together,Apple Pencil,0
1173,inthis regard loose one packet milk very unhappy with super daily,milk,0
1174,how brightness and color adjustment video,color,1
1175,need upgrade will contact you guys again,upgrade,1
1176,would totally agree that would great and useful have feature that allows you the ability create columns inside toggle feature,create columns,1
1177,gmt wrote hello are reaching out because not have tax number such value added tax vat number goods and services tax gst number file for you the number have file invalid,file,1
1178,ignite student union support over humber college and the university guelph humber,student,1
1179,why takes time when open the notion,notion?,0
1180,that does not show the share menu like your support center videos,menu,1
1181,this still limited,app,0
1182,where can find video learn how use the fade out for music,how to use,1
1183,and here stoked share this project with you,project,2
1184,how can sure that subscription cancelled,subscription,0
1185,best wishes richard wed apr community wrote hello are reaching out because not have tax number such value added tax vat number goods and services tax gst number file for you the number have file invalid,tax,1
1186,had recorded slow motion video with phone because even normal recording was not fast enough capture the flickering,recorded,1
1187,never been fan the ipad but can understand why can view calendar just like the desktop,iPad,0
1188,great for storing notes but takes really long time just open the application the phone,app,2
1189,matt apologies for the trouble exporting your workspace,workspace,0
1190,kent boogaart notionhq the desktop normally much better than their web,desktop,1
1191,please confirm clicking the allow support access button which can found under settings amp members account support access,support,1
1192,time delivery and communication,delivery,2
1193,get camera the free plan and later upgrade can still use the video,plan,1
1194,post rendering the audio not sync with the video,"rendering,",0
1195,contactless delivery zero complications,"Contactless delivery,",2
1196,but can recommend staying you will save half your money compared monthly plan because monthly plan costs per month which year but yearly plan which comes just month,"plan,",1
1197,none the scenes are synched anymore,scenes,0
1198,service for milk delivery very good and appreciable,milk delivery,0
1199,this iphone allows the update and use shopping lists designed,update,1
1200,web version notch though but this mobile version hindering transition from evernote,Evernote.,0
1201,old review best productivity system but android sucks version best,android app,0
1202,using every day,every day,2
1203,overall this definitely deserves five stars but would not able give enough stars you could fix some the issues with mouse and try optimise the bit more for mouse,five,2
1204,however not way custom templates notion without submitting them the global notion template gallery,templates,0
1205,want create list phone don need account tos and similar nonsense,list,1
1206,because the workspaces are confused can restore personifi that might help trace what missing,workspaces,1
1207,loading fine,loading,2
1208,would amazing when copy pasting text would automatically recognise inline text and new maths block,inline,0
1209,can not seem access notion template have purchased,purchased,1
1210,excellent customer service and support,customer service,2
1211,our external keyboard and trackpad support could use some polish will share this with the engineering team look into further for future improvements and appreciate your feedback this have been working lots mini projects over the past couple weeks will nudge the team bump this back the list,keyboard,0
1212,one the best and database apps,Database,2
1213,image feedback section the ipad please would game changer you can functionality use the pen stylus draw notes images boards give team feedback with freestyle drawing,boards,1
1214,the first company running the kealth workspace and using okta saml provider for and scim,SSO,1
1215,customer care accessible,Customer care,0
1216,sorry you can upload the image and edit,edit,1
1217,fruits and vegetables are worst quality and expensive,Fruits,0
1218,good choice products and customer service,customer service.,2
1219,reduce the delivery charges reduce the monthly super subscription,Reduce,2
1220,love the desktop but ios has felt neglected for some time now,desktop,2
1221,use apple notes sync between mac iphone with icloud the fast,Notes,1
1222,just the best for students the only inconvenience the offline mode just bad sometimes will not even load the texts and the images the notes are never kept offline,app,2
1223,related would you recommend doing clip editing for minutes video,edit,1
1224,anything with spirit please help from the company team may able make easier for solve whatever issues are different types,team,1
1225,the mobile useless,mobile app,2
1226,writing request access the notion api beta that can try out the automate integration,API,1
1227,always recommend client,client,2
1228,give android widget will give you star,Android widget,0
1229,asana the ideal way organize the entire team and project processes,team,1
1230,but android not fast and snappy using web mac,mac app.,2
1231,notionhq ftw however the number features might overkill putting,however,0
1232,the templates keep resetting when select template,template.,1
1233,love the pover organization and notetaking spread sheets its perfect,Love,2
1234,that for unlimited plan,plan,2
1235,the milk packets are just dropped ground area,milk,0
1236,improve your delivery patterns there consistency delivery any day the product not delivered,delivery patterns,0
1237,this the world other apps does not support right left language many major languages out there like arabic hebrew needs this very simple and easy coding support writing from right left,language,0
1238,door bell many times not rung your person after delivery items,delivery,0
1239,hey there was charged about lately for full years subsription would like get refund,refund.,1
1240,incredible for organize basically your life please implement reminders with some kind alarm notifications,app,2
1241,reduce products rates reduce service charges,products rates,0
1242,but this needs serious work,app,0
1243,and another question that means remove background credits,Remove,1
1244,not get delivery two days row that bew cuatomet,delivery,0
1245,and would like know can get refund,refund,1
1246,notion just the perfect tool get everything together collect your thoughts and process effectively,tool,2
1247,love using notionhq tool manage learning helps organise thinking resource gather,organise,2
1248,case you plan keeping this for long time and just rotate students out they finish their years,plan,1
1249,the prices should per mrp for products,prices,0
1250,amo molto interfaccia mobile questa andrebbe ottimizzato per questo tipo dispositivo resta comunque applicazione molto utile perfetta,Non,2
1251,the windows version seems great but there still seems bugs and missing features from the mobile version,bugs,0
1252,can send you over email you can contact you ever commenting feature when comes collaboration and any offers you have,email,2
1253,the great would give stars get option for notion widget stuff quickly directly from home screen,app,2
1254,yes asking you logout and login and then try again once,log,1
1255,they have many things you can include such calender check list table video website photo links galleries and,video/website/photo,0
1256,recurring task times are now automatically set hour earlier just because the time changed,task,1
1257,what kind notionhq templates are you most interested,templates,1
1258,customer service and commitment given,Customer service,0
1259,whenever supply does not happen regular time only false promises are being made that the supply will made next minutes etc,supply,0
1260,forgot password and now have also lost access the email account used,account,0
1261,fresh items good packing,"Fresh items,",2
1262,refund will not possible sorry,refund,2
1263,promptness ease operation and friendly help any question,"Promptness,",2
1264,share the new accounts emails with,share,2
1265,powerful tool but still lacks offline mode,offline mode.,0
1266,reflexively take notes keep,notes,1
1267,features access curated templates full access image library full access standard video library istock images and videos free access creator club premium templates,istock,2
1268,best for project mgt,App,2
1269,the lost page named weekly plan,weekly,2
1270,notes and research for school projects and school subjects were there and lots important dates and events,projects,1
1271,absolutely love notion and the mobile really solid,Notion,2
1272,prompt delivery immaterial weather conditions,delivery,2
1273,years later still the same junky when compared desktop,desktop,1
1274,you can remove the backgrounds from images,background,1
1275,have been using notion for two months now,Notion,2
1276,worked final version download,download.,1
1277,prompt and timely service,Prompt,2
1278,for free trial you can only with card does not work then please use free account and you like you may come back and pay for,account,1
1279,good for maintenance notes,notes,2
1280,have already logged with student email macbook,Macbook,1
1281,the meantime theirs workaround that might help this export files directly from evernote then import them into notion,Evernote,0
1282,must improve the sales and reception,sales,0
1283,due your recent update today recurring tasks are gone,update,0
1284,but allows quickly check pages other wish would that load faster,load,0
1285,groceries rate are very high compared near market,Groceries rate,0
1286,have participants field database and team member removed from the workspace what,database,1
1287,very good and better than any other apps have ever seen,app,2
1288,what lost for,"app,",2
1289,the overall aplication was great but there way subscript and supersript note,aplication,2
1290,promt service hasselfree delivery,delivery,2
1291,didn get past the mandatory sign screen that lacks apple sign feature for privacy,screen,0
1292,notionhq can you expand the header cells support please,header,1
1293,could upload seperate video files for mash into one final video,upload,0
1294,this the first ever written review for but has blown away with how useful and user friendly,user-friendly,2
1295,improve delivery system and communication,delivery system,0
1296,notion service and desktop phenomenal,app,2
1297,functions pretty well but shame that most views are not yet available the,views,0
1298,this the first rating ever write,app.,2
1299,thought here mentioned not charge any mount after days,charge,1
1300,been days that have not got the milk delivery,milk delivery.,0
1301,have checked the support docs and,support,1
1302,proper redressal customer grievance,customer grievance.,0
1303,the best for team assignments,team,2
1304,ios has feature that let you move the text cursor around holding the space bar and,iOS,2
1305,absolutely love how customizable this,app,2
1306,need wait around seconds one plus,One Plus 5,2
1307,provide more variaty with competitive price taking service charges from regular customer improve your customer care,"competitive price,",0
1308,prompt service,service.,2
1309,dairy products are not received good condition,Dairy products,0
1310,thanks great tool but buggy,app,0
1311,hossam zaki notionhq khemaridh the learning curve use,learning,0
1312,service with timely delivery,Service,2
1313,sharing image notion from other chrome screenshot does not load sometime,"(Chrome, Screenshot)",0
1314,unfortunately the bigger your blocks you have the heavier loads this issue still persists for months while the desktop web version has issue,blocks,0
1315,have idea how this assume this occurs when paste the video into gif,paste,1
1316,only thing that would make better would list widget for home screen,widget,0
1317,far the loading time has improved though still bit slow,loading time,2
1318,flexibility order till and timely delivery,delivery,2
1319,put because the not very smooth operation the,app,2
1320,you can adjust the duration the text box start from the beginning the scene,text,1
1321,the monthly pricing high,pricing,0
1322,currently setting the free version notion team,free,2
1323,punctual and has lots varieties serve,Punctual,2
1324,keep per minute backups our database you can reach out you need help restoring something,database,2
1325,have notebook containing notes evernote want import those notes notion but when the import task finished only the latest notes were imported,"Evernote,",1
1326,hope image scene which has istock logo the screenshot,logo,1
1327,barring few items such onions tomato and potato quality product supplied very good,onions,0
1328,can you have multiple workspace with the paid account,paid account.,1
1329,when was use first time feel hard use this after few days understand everything,first time,1
1330,that does not affect the text transparency,text,1
1331,need improve the quality products delivered,quality,0
1332,delete logo when editing export time download why the logo there,logo,1
1333,your application with regard customer satisfaction and the care team approach customers bad,customer satisfaction,0
1334,the screenshot the speed test the upload speed,speed,1
1335,however the url for that has been used what protection you offer,URL,1
1336,didn even get through the login screen,login,0
